               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  92,            0.024406,            0.031377,                   0,             0.95326,             0.91699,             0.96915,             0.65347,            0.026444,             0.03154,                   0,           0.0055179,           0.0055179,           0.0055179
                  93,            0.024034,             0.03233,                   0,             0.93835,              0.9357,             0.97045,             0.65175,            0.026295,            0.031625,                   0,           0.0054687,           0.0054687,           0.0054687
                  94,            0.024095,            0.031861,                   0,             0.94737,             0.92581,             0.96745,             0.65321,            0.026601,            0.031915,                   0,           0.0054194,           0.0054194,           0.0054194
                  95,            0.024157,            0.032328,                   0,             0.94909,             0.92215,              0.9659,             0.65379,            0.026545,             0.03244,                   0,           0.0053701,           0.0053701,           0.0053701
                  96,            0.024252,            0.031666,                   0,             0.94607,              0.9307,             0.96952,             0.65432,            0.026158,            0.031642,                   0,           0.0053209,           0.0053209,           0.0053209
                  97,            0.024024,            0.031705,                   0,             0.94289,             0.92055,              0.9656,             0.65796,            0.026227,             0.03207,                   0,           0.0052716,           0.0052716,           0.0052716
                  98,            0.023534,            0.031056,                   0,             0.93835,             0.93756,             0.97094,             0.65842,             0.02613,            0.031635,                   0,           0.0052224,           0.0052224,           0.0052224
                  99,            0.023769,            0.031541,                   0,             0.94647,             0.92491,             0.96592,             0.65648,            0.026338,             0.03295,                   0,           0.0051731,           0.0051731,           0.0051731
                 100,            0.023872,            0.032077,                   0,             0.95452,             0.92221,             0.96956,             0.65998,            0.025917,            0.031451,                   0,           0.0051239,           0.0051239,           0.0051239
                 101,              0.0234,            0.031473,                   0,             0.93851,             0.93435,             0.96487,             0.65308,            0.026154,            0.031758,                   0,           0.0050746,           0.0050746,           0.0050746
                 102,            0.022978,            0.030245,                   0,              0.9467,              0.9321,             0.97236,             0.66949,            0.025682,            0.031216,                   0,           0.0050254,           0.0050254,           0.0050254
                 103,            0.023258,            0.031209,                   0,             0.93717,             0.92556,             0.96418,             0.65653,            0.026067,            0.031934,                   0,           0.0049761,           0.0049761,           0.0049761
                 104,             0.02303,            0.031033,                   0,             0.95459,             0.91682,             0.97154,             0.66843,            0.025945,             0.03182,                   0,           0.0049269,           0.0049269,           0.0049269
                 105,            0.023314,            0.030624,                   0,             0.95403,             0.93324,             0.96887,               0.663,            0.025834,             0.03147,                   0,           0.0048776,           0.0048776,           0.0048776
                 106,            0.023141,            0.030899,                   0,             0.93692,             0.94649,             0.97274,             0.66804,            0.025305,            0.031293,                   0,           0.0048284,           0.0048284,           0.0048284
                 107,            0.022614,            0.030134,                   0,             0.94033,             0.92829,             0.96797,             0.65936,            0.026245,            0.032266,                   0,           0.0047791,           0.0047791,           0.0047791
                 108,            0.022787,            0.030142,                   0,             0.94815,              0.9292,             0.97179,             0.67158,            0.025238,            0.031094,                   0,           0.0047299,           0.0047299,           0.0047299
                 109,            0.022803,            0.030675,                   0,             0.95381,             0.92356,             0.96586,             0.66711,            0.025669,             0.03166,                   0,           0.0046806,           0.0046806,           0.0046806
                 110,            0.022298,            0.029975,                   0,             0.95015,             0.92552,             0.97242,             0.67038,            0.025369,            0.031219,                   0,           0.0046313,           0.0046313,           0.0046313
                 111,            0.022582,            0.029584,                   0,             0.94312,             0.93705,             0.96977,             0.66768,            0.025752,            0.031933,                   0,           0.0045821,           0.0045821,           0.0045821
                 112,            0.022222,            0.030756,                   0,             0.92877,             0.94874,             0.97202,             0.67452,            0.025347,            0.031261,                   0,           0.0045328,           0.0045328,           0.0045328
                 113,            0.022298,             0.02973,                   0,             0.95096,             0.92431,             0.96524,             0.67124,            0.025593,            0.032165,                   0,           0.0044836,           0.0044836,           0.0044836
                 114,            0.022265,            0.029566,                   0,             0.94006,             0.93086,             0.96532,             0.66649,            0.025681,            0.031839,                   0,           0.0044343,           0.0044343,           0.0044343
                 115,            0.022249,            0.029977,                   0,             0.95689,             0.91815,             0.96738,             0.67433,            0.025286,            0.031565,                   0,           0.0043851,           0.0043851,           0.0043851
                 116,            0.021645,            0.029321,                   0,             0.94696,              0.9339,             0.96704,             0.67132,            0.025399,            0.031644,                   0,           0.0043358,           0.0043358,           0.0043358
                 117,            0.021682,            0.029456,                   0,              0.9494,             0.93646,             0.97237,             0.67734,            0.024813,            0.031213,                   0,           0.0042866,           0.0042866,           0.0042866
                 118,            0.021288,            0.028932,                   0,             0.94845,             0.92656,             0.96881,             0.67614,            0.025196,            0.031759,                   0,           0.0042373,           0.0042373,           0.0042373
                 119,            0.021136,            0.028835,                   0,             0.94019,             0.93525,             0.96721,             0.67392,            0.025301,            0.031928,                   0,           0.0041881,           0.0041881,           0.0041881
                 120,            0.021756,            0.029703,                   0,              0.9496,             0.92761,             0.96844,             0.68013,            0.024941,            0.031242,                   0,           0.0041388,           0.0041388,           0.0041388
                 121,            0.021081,            0.028975,                   0,             0.94748,             0.92311,             0.96871,             0.67715,            0.025174,            0.031944,                   0,           0.0040896,           0.0040896,           0.0040896
                 122,            0.021339,            0.029139,                   0,             0.94328,             0.92728,              0.9716,              0.6836,             0.02505,            0.031437,                   0,           0.0040403,           0.0040403,           0.0040403
                 123,            0.021145,            0.028769,                   0,             0.94593,             0.93705,             0.97151,             0.68194,            0.025021,            0.031602,                   0,            0.003991,            0.003991,            0.003991
                 124,            0.021296,            0.028525,                   0,             0.94217,              0.9366,              0.9707,             0.67799,            0.025234,            0.031842,                   0,           0.0039418,           0.0039418,           0.0039418
                 125,            0.020838,             0.02838,                   0,             0.94756,             0.93439,             0.96838,              0.6818,            0.024908,            0.031664,                   0,           0.0038925,           0.0038925,           0.0038925
                 126,            0.021151,            0.028583,                   0,             0.93864,             0.93546,              0.9684,             0.68398,            0.025027,            0.032092,                   0,           0.0038433,           0.0038433,           0.0038433
                 127,             0.02076,            0.028689,                   0,             0.94391,             0.93078,             0.96674,             0.68288,            0.024913,              0.0322,                   0,            0.003794,            0.003794,            0.003794
                 128,            0.020501,            0.027889,                   0,             0.94954,             0.93076,             0.96757,             0.68496,            0.024885,            0.031879,                   0,           0.0037448,           0.0037448,           0.0037448
                 129,            0.020446,            0.027814,                   0,             0.94812,              0.9366,             0.97017,             0.68589,            0.024699,            0.031065,                   0,           0.0036955,           0.0036955,           0.0036955
                 130,            0.020335,            0.027344,                   0,              0.9516,             0.92829,             0.96963,             0.69057,            0.024726,            0.031825,                   0,           0.0036463,           0.0036463,           0.0036463
                 131,            0.020497,            0.028084,                   0,             0.95827,             0.92922,             0.96943,             0.68975,            0.024646,            0.031697,                   0,            0.003597,            0.003597,            0.003597
                 132,             0.02003,            0.027867,                   0,             0.94632,             0.93885,             0.96717,             0.68869,            0.024754,            0.032072,                   0,           0.0035478,           0.0035478,           0.0035478
                 133,            0.020447,            0.027677,                   0,              0.9592,             0.93031,             0.96849,             0.68578,             0.02476,            0.031571,                   0,           0.0034985,           0.0034985,           0.0034985
                 134,             0.01991,            0.027324,                   0,             0.95168,             0.93795,             0.96795,             0.69043,            0.024615,            0.031827,                   0,           0.0034493,           0.0034493,           0.0034493
                 135,            0.019817,            0.027138,                   0,             0.94716,             0.93486,             0.96889,             0.69521,            0.024572,            0.031411,                   0,              0.0034,              0.0034,              0.0034
                 136,            0.019887,            0.027685,                   0,             0.94318,             0.94039,             0.96706,             0.69206,            0.024403,            0.031948,                   0,           0.0033507,           0.0033507,           0.0033507
                 137,            0.019637,            0.026985,                   0,             0.94152,             0.93378,             0.96746,             0.69347,            0.024485,            0.031995,                   0,           0.0033015,           0.0033015,           0.0033015
                 138,            0.019614,            0.026723,                   0,             0.93896,             0.94245,             0.96771,             0.69357,            0.024541,            0.032067,                   0,           0.0032522,           0.0032522,           0.0032522
                 139,            0.019675,            0.027271,                   0,             0.95321,             0.92761,             0.96234,             0.69199,            0.024759,            0.032435,                   0,            0.003203,            0.003203,            0.003203
                 140,             0.01976,            0.026747,                   0,             0.94977,             0.92626,              0.9655,             0.69286,            0.024463,            0.031886,                   0,           0.0031537,           0.0031537,           0.0031537
                 141,            0.019583,            0.026172,                   0,             0.94101,             0.93705,             0.96678,             0.69745,            0.024376,            0.032059,                   0,           0.0031045,           0.0031045,           0.0031045
                 142,             0.01911,            0.026752,                   0,             0.95068,              0.9402,             0.97054,             0.69714,            0.024132,            0.031716,                   0,           0.0030552,           0.0030552,           0.0030552
                 143,            0.019277,            0.026901,                   0,             0.95149,             0.93031,             0.96778,             0.69742,             0.02435,            0.031854,                   0,            0.003006,            0.003006,            0.003006
                 144,            0.019323,            0.026612,                   0,             0.95034,             0.92931,             0.96572,             0.69606,             0.02437,            0.031838,                   0,           0.0029567,           0.0029567,           0.0029567
                 145,            0.019006,            0.026586,                   0,             0.94802,             0.93121,             0.96608,             0.69562,            0.024322,            0.032331,                   0,           0.0029075,           0.0029075,           0.0029075
                 146,            0.019102,            0.026233,                   0,             0.94729,             0.93729,             0.97001,             0.69615,            0.024397,            0.032053,                   0,           0.0028582,           0.0028582,           0.0028582
                 147,            0.018779,            0.026089,                   0,             0.94111,              0.9375,             0.96584,               0.695,            0.024376,            0.032153,                   0,            0.002809,            0.002809,            0.002809
                 148,            0.018861,             0.02635,                   0,             0.94061,             0.94002,             0.96465,             0.69506,            0.024343,            0.032415,                   0,           0.0027597,           0.0027597,           0.0027597
                 149,            0.018711,            0.025479,                   0,             0.94259,             0.93345,             0.96903,             0.70047,            0.024091,            0.032082,                   0,           0.0027104,           0.0027104,           0.0027104
                 150,            0.018683,            0.025371,                   0,             0.95044,             0.93121,             0.96946,             0.70209,            0.024171,            0.032275,                   0,           0.0026612,           0.0026612,           0.0026612
                 151,            0.018397,            0.025876,                   0,             0.94886,              0.9348,             0.96766,             0.69965,            0.024329,            0.032514,                   0,           0.0026119,           0.0026119,           0.0026119
                 152,            0.018327,            0.025104,                   0,             0.94984,              0.9357,             0.96941,             0.70275,            0.024079,            0.031808,                   0,           0.0025627,           0.0025627,           0.0025627
                 153,            0.018571,            0.026177,                   0,             0.94888,             0.93483,             0.96992,             0.70541,            0.023949,            0.032079,                   0,           0.0025134,           0.0025134,           0.0025134
                 154,            0.018532,            0.025884,                   0,             0.95211,             0.92761,             0.96674,             0.70025,             0.02408,            0.032415,                   0,           0.0024642,           0.0024642,           0.0024642
                 155,            0.018342,            0.025458,                   0,             0.95099,             0.93031,             0.96745,             0.70422,            0.023847,            0.032225,                   0,           0.0024149,           0.0024149,           0.0024149
                 156,            0.018006,            0.025475,                   0,             0.95399,             0.92626,             0.96827,              0.7056,            0.023775,            0.032525,                   0,           0.0023657,           0.0023657,           0.0023657
                 157,            0.017995,            0.025254,                   0,             0.94385,             0.93885,             0.97012,             0.70728,            0.023796,            0.032184,                   0,           0.0023164,           0.0023164,           0.0023164
                 158,             0.01807,            0.024493,                   0,             0.95501,             0.92572,             0.96778,             0.70556,            0.024024,            0.032724,                   0,           0.0022672,           0.0022672,           0.0022672
                 159,            0.017721,            0.024545,                   0,             0.94327,             0.93461,             0.96861,             0.70918,            0.023801,            0.032858,                   0,           0.0022179,           0.0022179,           0.0022179
                 160,            0.017698,             0.02502,                   0,             0.94091,              0.9384,             0.96938,             0.70491,            0.024029,            0.032991,                   0,           0.0021687,           0.0021687,           0.0021687
                 161,            0.017603,            0.024386,                   0,             0.94663,             0.93975,              0.9696,              0.7069,            0.023638,             0.03218,                   0,           0.0021194,           0.0021194,           0.0021194
                 162,            0.017507,             0.02435,                   0,             0.95259,             0.93255,             0.96976,             0.70804,            0.023735,            0.032469,                   0,           0.0020701,           0.0020701,           0.0020701
                 163,            0.017482,            0.024207,                   0,             0.94986,              0.9285,             0.96697,             0.70763,             0.02384,            0.032841,                   0,           0.0020209,           0.0020209,           0.0020209
                 164,            0.017358,             0.02401,                   0,             0.94823,             0.92941,              0.9661,             0.70666,            0.023851,            0.033186,                   0,           0.0019716,           0.0019716,           0.0019716
