                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     66,                 1.1767,                0.58487,                 1.2577,                 1.2446,                 0.5753,                 1.2745,                0.91722,                0.87687,                0.95448,                0.62082,                 1.2086,                0.57199,                 1.3431,                 1.2437,                0.51657,                  1.355,              0.0013696,              0.0013696,              0.0013696
                     67,                 1.1687,                0.57292,                 1.2501,                 1.2331,                0.55648,                 1.2651,                0.88825,                0.90378,                0.95621,                0.62151,                 1.2041,                0.55829,                 1.3481,                 1.2316,                0.51999,                 1.3524,              0.0013597,              0.0013597,              0.0013597
                     68,                 1.1767,                0.57339,                 1.2424,                 1.2496,                0.55225,                 1.2538,                0.89478,                0.88759,                0.95173,                 0.6159,                 1.2111,                0.57417,                 1.3541,                 1.2497,                0.51693,                 1.3611,              0.0013499,              0.0013499,              0.0013499
                     69,                 1.1523,                0.56838,                  1.238,                 1.2103,                0.54776,                 1.2444,                0.88971,                0.90827,                0.95439,                0.62327,                 1.1994,                0.55774,                 1.3533,                 1.2348,                0.50464,                 1.3616,                0.00134,                0.00134,                0.00134
                     70,                 1.1386,                0.56154,                 1.2261,                 1.2087,                0.55056,                 1.2436,                0.90633,                0.88984,                0.95748,                0.62163,                 1.2037,                0.56141,                  1.347,                 1.2488,                0.50345,                 1.3642,              0.0013301,              0.0013301,              0.0013301
                     71,                 1.1401,                0.56213,                 1.2358,                 1.2078,                0.54609,                 1.2565,                 0.8968,                0.90333,                0.95819,                0.62702,                 1.1975,                0.55859,                 1.3468,                 1.2294,                0.50032,                 1.3685,              0.0013203,              0.0013203,              0.0013203
                     72,                 1.1412,                0.56297,                  1.238,                 1.2042,                0.55161,                 1.2545,                0.89395,                0.90558,                0.95533,                0.62183,                 1.1964,                0.55435,                 1.3427,                 1.2333,                0.50584,                 1.3594,              0.0013104,              0.0013104,              0.0013104
                     73,                 1.1407,                0.55598,                 1.2286,                 1.2036,                0.54378,                 1.2448,                0.89511,                0.90423,                0.95418,                0.62775,                  1.185,                0.55072,                 1.3312,                 1.2165,                0.51276,                 1.3435,              0.0013006,              0.0013006,              0.0013006
                     74,                 1.1161,                 0.5475,                 1.2161,                 1.1829,                0.53213,                 1.2338,                0.90468,                0.89195,                0.95413,                0.62839,                 1.1819,                0.53583,                 1.3344,                 1.2145,                0.49156,                 1.3475,              0.0012907,              0.0012907,              0.0012907
                     75,                 1.1496,                0.56017,                 1.2417,                 1.2161,                0.54387,                 1.2582,                0.87858,                0.92311,                0.95767,                0.62931,                 1.1734,                0.54402,                 1.3218,                 1.2066,                0.49586,                   1.34,              0.0012809,              0.0012809,              0.0012809
                     76,                 1.1116,                0.54964,                 1.2082,                 1.1737,                0.54304,                 1.2229,                0.89836,                0.89254,                0.95532,                0.63201,                  1.177,                0.53922,                 1.3209,                 1.2096,                0.49573,                 1.3323,               0.001271,               0.001271,               0.001271
                     77,                 1.0925,                0.54027,                 1.2012,                 1.1577,                0.52523,                 1.2211,                0.89786,                0.91097,                0.95728,                0.63255,                 1.1681,                0.53781,                 1.3246,                 1.1998,                0.49319,                 1.3398,              0.0012612,              0.0012612,              0.0012612
                     78,                 1.1092,                 0.5406,                 1.2147,                 1.1756,                0.52499,                 1.2345,                0.89426,                0.91951,                0.95734,                0.62844,                 1.1863,                0.54372,                  1.334,                 1.2181,                0.49954,                 1.3456,              0.0012513,              0.0012513,              0.0012513
                     79,                 1.0931,                0.52836,                 1.2008,                 1.1541,                0.50651,                 1.2187,                0.89286,                0.91322,                0.96278,                0.63592,                  1.164,                0.52539,                 1.3208,                 1.1967,                0.48442,                 1.3356,              0.0012415,              0.0012415,              0.0012415
                     80,                 1.0852,                0.53137,                 1.1961,                 1.1478,                0.51036,                 1.2154,                0.89589,                0.91142,                0.95741,                0.63527,                 1.1632,                 0.5303,                 1.3152,                 1.1893,                0.48615,                 1.3281,              0.0012316,              0.0012316,              0.0012316
                     81,                 1.0904,                0.53168,                 1.1935,                 1.1507,                0.51013,                 1.2083,                0.91405,                0.89793,                0.95616,                0.63652,                 1.1562,                0.52924,                 1.3224,                 1.1936,                0.48225,                 1.3377,              0.0012218,              0.0012218,              0.0012218
                     82,                 1.0911,                 0.5323,                 1.1927,                 1.1535,                0.51606,                 1.2073,                 0.9031,                0.90962,                 0.9572,                0.63783,                 1.1526,                0.52203,                 1.3153,                 1.1787,                 0.4869,                  1.324,              0.0012119,              0.0012119,              0.0012119
                     83,                 1.0738,                0.52674,                 1.1904,                 1.1411,                0.50595,                 1.2082,                0.91332,                0.90485,                0.95907,                0.64129,                 1.1417,                0.52301,                 1.3047,                 1.1719,                 0.4906,                 1.3173,              0.0012021,              0.0012021,              0.0012021
                     84,                 1.0533,                0.51926,                 1.1716,                 1.1174,                0.50588,                 1.1859,                0.90578,                0.90513,                0.95805,                0.64229,                 1.1465,                0.52798,                 1.3079,                 1.1779,                0.48238,                 1.3146,              0.0011922,              0.0011922,              0.0011922
                     85,                 1.0473,                0.51555,                 1.1722,                 1.1093,                0.49518,                 1.1906,                0.88695,                0.92581,                0.95928,                0.64353,                 1.1497,                0.51747,                 1.3018,                 1.1779,                0.47215,                 1.3145,              0.0011824,              0.0011824,              0.0011824
                     86,                 1.0437,                0.50653,                 1.1728,                 1.1069,                0.48428,                 1.1892,                0.91469,                0.90631,                0.96272,                  0.648,                 1.1401,                0.50992,                 1.3073,                 1.1681,                 0.4634,                 1.3194,              0.0011725,              0.0011725,              0.0011725
                     87,                 1.0507,                0.51125,                 1.1832,                 1.1127,                0.49522,                 1.1992,                0.89351,                0.91298,                0.96192,                0.64115,                  1.144,                0.51637,                  1.311,                 1.1846,                0.47416,                 1.3252,              0.0011627,              0.0011627,              0.0011627
                     88,                 1.0379,                0.50885,                 1.1734,                 1.1017,                0.49339,                 1.1912,                0.91703,                0.89449,                0.95706,                0.63869,                   1.14,                0.51425,                 1.2969,                 1.1717,                0.49405,                 1.3071,              0.0011528,              0.0011528,              0.0011528
                     89,                 1.0353,                0.50412,                 1.1694,                 1.0994,                0.48646,                 1.1876,                0.91451,                0.90558,                0.96041,                0.64646,                 1.1404,                0.51493,                 1.3171,                 1.1696,                0.46821,                  1.326,               0.001143,               0.001143,               0.001143
                     90,                 1.0354,                0.50685,                  1.167,                 1.0999,                0.49118,                 1.1885,                 0.9004,                 0.9105,                0.95813,                0.64863,                 1.1261,                0.50733,                 1.3006,                 1.1551,                0.46494,                  1.318,              0.0011331,              0.0011331,              0.0011331
                     91,                 1.0204,                0.49878,                 1.1623,                 1.0861,                0.47862,                 1.1829,                0.91524,                0.91862,                0.96048,                 0.6465,                 1.1225,                0.51181,                 1.2953,                 1.1544,                0.46469,                 1.3102,              0.0011233,              0.0011233,              0.0011233
                     92,                 1.0206,                0.49371,                 1.1477,                 1.0864,                0.47039,                 1.1676,                0.91765,                0.90684,                0.96012,                 0.6474,                 1.1328,                0.50084,                  1.294,                 1.1649,                 0.4486,                 1.3101,              0.0011134,              0.0011134,              0.0011134
                     93,                 1.0222,                0.49409,                 1.1554,                 1.0894,                0.48113,                 1.1783,                 0.9113,                0.91932,                0.96332,                0.65175,                 1.1176,                0.50105,                 1.2912,                 1.1541,                0.45214,                 1.3103,              0.0011036,              0.0011036,              0.0011036
                     94,                 1.0024,                0.48735,                 1.1482,                 1.0605,                0.45965,                 1.1684,                0.90645,                0.91491,                0.96022,                 0.6497,                  1.115,                0.50857,                 1.2886,                 1.1523,                 0.4629,                 1.3081,              0.0010937,              0.0010937,              0.0010937
                     95,                 1.0098,                0.49072,                 1.1528,                 1.0695,                 0.4659,                 1.1694,                0.92098,                0.91185,                0.96158,                0.65094,                 1.1142,                0.49285,                 1.2917,                 1.1436,                0.46061,                 1.3036,              0.0010839,              0.0010839,              0.0010839
                     96,                0.99485,                0.47938,                 1.1366,                 1.0546,                0.45142,                  1.153,                0.93287,                0.89971,                0.96412,                0.65482,                 1.1152,                0.49223,                 1.2897,                 1.1467,                0.45777,                 1.3067,               0.001074,               0.001074,               0.001074
                     97,                0.98853,                0.48669,                 1.1382,                 1.0505,                0.46523,                 1.1604,                0.90338,                0.92065,                0.96213,                 0.6539,                 1.1174,                0.50173,                 1.2913,                 1.1471,                0.46436,                 1.3076,              0.0010642,              0.0010642,              0.0010642
                     98,                 0.9996,                0.48036,                 1.1369,                 1.0632,                0.46236,                 1.1556,                0.91863,                0.90868,                0.96255,                0.65822,                 1.1024,                0.49717,                 1.2826,                 1.1316,                0.45348,                 1.2959,              0.0010543,              0.0010543,              0.0010543
                     99,                0.99216,                0.47514,                 1.1362,                 1.0501,                0.45005,                 1.1534,                0.90492,                0.92868,                0.96348,                0.65563,                  1.108,                0.49151,                 1.2907,                 1.1348,                0.45118,                 1.3039,              0.0010445,              0.0010445,              0.0010445
                    100,                0.96262,                0.47373,                 1.1283,                 1.0209,                0.44811,                 1.1478,                0.92751,                0.90322,                0.96316,                0.65677,                 1.1046,                0.48348,                 1.2807,                 1.1337,                0.44118,                 1.2958,              0.0010346,              0.0010346,              0.0010346
                    101,                0.94826,                0.46499,                 1.1171,                 1.0107,                0.44086,                 1.1358,                0.92804,                0.90108,                0.96359,                0.66348,                 1.0901,                0.49363,                 1.2832,                 1.1195,                0.45186,                 1.2921,              0.0010248,              0.0010248,              0.0010248
