                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
151,0.54948,0.27865,0.93897,0.95371,0.93564,0.97072,0.76053,0.9514,0.42759,1.4089,0.0026245,0.0026245,0.0026245
152,0.5553,0.28244,0.94466,0.95014,0.93397,0.97151,0.76036,0.95327,0.43158,1.4127,0.002575,0.002575,0.002575
153,0.55159,0.27521,0.93597,0.95184,0.93121,0.97184,0.75688,0.9574,0.42706,1.4122,0.0025255,0.0025255,0.0025255
154,0.55719,0.27869,0.93711,0.94896,0.93165,0.97357,0.75685,0.95432,0.43023,1.4132,0.002476,0.002476,0.002476
155,0.54239,0.27074,0.9379,0.95417,0.92684,0.97103,0.76278,0.94834,0.42119,1.4159,0.0024265,0.0024265,0.0024265
156,0.53378,0.26862,0.93322,0.95003,0.94035,0.96997,0.75806,0.95427,0.42841,1.4242,0.002377,0.002377,0.002377
157,0.54093,0.27517,0.94171,0.94505,0.9393,0.96811,0.75814,0.94849,0.42845,1.4125,0.0023275,0.0023275,0.0023275
158,0.53034,0.26775,0.92727,0.9462,0.93795,0.97223,0.76113,0.94981,0.42876,1.4214,0.002278,0.002278,0.002278
159,0.52663,0.26815,0.92378,0.95016,0.93439,0.9725,0.75824,0.94656,0.42915,1.424,0.0022285,0.0022285,0.0022285
160,0.53206,0.26863,0.9251,0.94812,0.93671,0.9711,0.76014,0.95047,0.42823,1.4229,0.002179,0.002179,0.002179
161,0.52298,0.26933,0.92997,0.95277,0.93428,0.97006,0.76149,0.9477,0.43255,1.4197,0.0021295,0.0021295,0.0021295
162,0.5187,0.26267,0.92407,0.9514,0.93705,0.97031,0.7634,0.94587,0.43148,1.4255,0.00208,0.00208,0.00208
163,0.52514,0.26679,0.92689,0.944,0.94424,0.97136,0.76208,0.94749,0.426,1.4304,0.0020305,0.0020305,0.0020305
164,0.52042,0.26556,0.92676,0.95835,0.93076,0.97094,0.76436,0.9447,0.42458,1.4326,0.001981,0.001981,0.001981
165,0.51241,0.26641,0.92295,0.95582,0.93395,0.97233,0.76448,0.94537,0.42323,1.4329,0.0019315,0.0019315,0.0019315
166,0.5079,0.26004,0.91933,0.95134,0.9357,0.96913,0.76006,0.93992,0.42683,1.4272,0.001882,0.001882,0.001882
167,0.50849,0.26068,0.91765,0.9511,0.93573,0.96987,0.76584,0.93583,0.43002,1.4245,0.0018325,0.0018325,0.0018325
168,0.5064,0.25989,0.91382,0.95269,0.93267,0.97017,0.7668,0.93402,0.42933,1.4272,0.001783,0.001783,0.001783
169,0.50109,0.25984,0.91504,0.94788,0.94042,0.97269,0.76522,0.93601,0.4237,1.4308,0.0017335,0.0017335,0.0017335
170,0.49688,0.25532,0.91147,0.94787,0.94014,0.97102,0.76787,0.93247,0.42855,1.431,0.001684,0.001684,0.001684
171,0.49859,0.25857,0.91289,0.95537,0.93365,0.97184,0.76789,0.93071,0.4264,1.4272,0.0016345,0.0016345,0.0016345
172,0.49269,0.25594,0.91198,0.954,0.93615,0.97318,0.76732,0.92929,0.41942,1.4295,0.001585,0.001585,0.001585
173,0.49086,0.25294,0.90782,0.95712,0.93076,0.97177,0.7656,0.93091,0.42118,1.43,0.0015355,0.0015355,0.0015355
174,0.48987,0.25575,0.91002,0.95363,0.9357,0.97059,0.76395,0.93233,0.42944,1.433,0.001486,0.001486,0.001486
175,0.47768,0.24936,0.90227,0.95013,0.93705,0.97099,0.76539,0.93499,0.43378,1.4349,0.0014365,0.0014365,0.0014365
176,0.47966,0.25147,0.907,0.94818,0.9384,0.9713,0.76746,0.92691,0.42864,1.4398,0.001387,0.001387,0.001387
177,0.47404,0.24801,0.90711,0.9439,0.93795,0.97046,0.76697,0.92725,0.4308,1.4338,0.0013375,0.0013375,0.0013375
178,0.47134,0.24835,0.90648,0.9526,0.93076,0.97009,0.7715,0.92378,0.42786,1.4346,0.001288,0.001288,0.001288
179,0.47207,0.24867,0.90237,0.94679,0.93599,0.97096,0.76965,0.92198,0.4248,1.4352,0.0012385,0.0012385,0.0012385
180,0.4716,0.24685,0.90482,0.94576,0.93304,0.97184,0.76856,0.92033,0.43141,1.4352,0.001189,0.001189,0.001189
181,0.46464,0.24152,0.90026,0.95253,0.92926,0.97128,0.77033,0.91908,0.43344,1.4363,0.0011395,0.0011395,0.0011395
