               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
113,1.4633,0.70678,1.562,0.93002,0.91772,0.96981,0.66783,0,0,0,0.0044836,0.0044836,0.0044836
114,1.4378,0.70101,1.5371,0.9313,0.91425,0.96668,0.66315,0,0,0,0.0044343,0.0044343,0.0044343
115,1.4414,0.70028,1.5596,0.91898,0.93335,0.97205,0.66827,0,0,0,0.0043851,0.0043851,0.0043851
116,1.4393,0.69457,1.5463,0.9179,0.93006,0.96887,0.66848,0,0,0,0.0043358,0.0043358,0.0043358
117,1.4287,0.69071,1.5281,0.93672,0.92491,0.97508,0.67591,0,0,0,0.0042866,0.0042866,0.0042866
118,1.4458,0.69193,1.5273,0.9249,0.92477,0.96888,0.66998,0,0,0,0.0042373,0.0042373,0.0042373
119,1.4108,0.68457,1.5236,0.93681,0.91727,0.97179,0.67238,0,0,0,0.0041881,0.0041881,0.0041881
120,1.4293,0.68592,1.5261,0.9402,0.91909,0.97172,0.68281,0,0,0,0.0041388,0.0041388,0.0041388
121,1.4337,0.69707,1.5365,0.93158,0.92581,0.97263,0.67683,0,0,0,0.0040896,0.0040896,0.0040896
122,1.3805,0.66164,1.5074,0.91766,0.92671,0.97252,0.68397,0,0,0,0.0040403,0.0040403,0.0040403
123,1.4191,0.68863,1.5217,0.9392,0.91547,0.97002,0.67443,0,0,0,0.003991,0.003991,0.003991
124,1.3906,0.67283,1.5154,0.92476,0.92311,0.97266,0.68196,0,0,0,0.0039418,0.0039418,0.0039418
125,1.413,0.67596,1.513,0.9296,0.92619,0.97188,0.68815,0,0,0,0.0038925,0.0038925,0.0038925
126,1.3977,0.67333,1.5041,0.94239,0.92221,0.97278,0.67938,0,0,0,0.0038433,0.0038433,0.0038433
127,1.3927,0.66569,1.4915,0.93425,0.92643,0.97419,0.6876,0,0,0,0.003794,0.003794,0.003794
128,1.3891,0.67358,1.4999,0.94066,0.91944,0.97045,0.68574,0,0,0,0.0037448,0.0037448,0.0037448
129,1.4048,0.68297,1.5239,0.93084,0.93165,0.97129,0.68262,0,0,0,0.0036955,0.0036955,0.0036955
130,1.4029,0.67107,1.5113,0.94102,0.92549,0.97305,0.68599,0,0,0,0.0036463,0.0036463,0.0036463
131,1.3581,0.6538,1.4932,0.941,0.9339,0.97355,0.69081,0,0,0,0.003597,0.003597,0.003597
132,1.3481,0.64899,1.4887,0.93742,0.92949,0.97193,0.69944,0,0,0,0.0035478,0.0035478,0.0035478
133,1.3678,0.64872,1.4829,0.93515,0.92723,0.96988,0.6912,0,0,0,0.0034985,0.0034985,0.0034985
134,1.3695,0.66486,1.5199,0.94512,0.92153,0.9708,0.68574,0,0,0,0.0034493,0.0034493,0.0034493
135,1.3544,0.64874,1.4846,0.93719,0.93935,0.97424,0.68954,0,0,0,0.0034,0.0034,0.0034
136,1.3571,0.66023,1.5014,0.92143,0.93865,0.97113,0.68971,0,0,0,0.0033507,0.0033507,0.0033507
137,1.3449,0.64692,1.4812,0.9473,0.92356,0.97425,0.69044,0,0,0,0.0033015,0.0033015,0.0033015
138,1.3564,0.65076,1.4859,0.94143,0.93121,0.97341,0.69388,0,0,0,0.0032522,0.0032522,0.0032522
139,1.324,0.63074,1.4605,0.93932,0.92567,0.97319,0.69068,0,0,0,0.003203,0.003203,0.003203
140,1.3399,0.63994,1.4683,0.94399,0.92581,0.97141,0.69273,0,0,0,0.0031537,0.0031537,0.0031537
141,1.3215,0.63412,1.4673,0.94837,0.92504,0.9735,0.69325,0,0,0,0.0031045,0.0031045,0.0031045
142,1.3553,0.65077,1.4826,0.94476,0.93043,0.97412,0.69545,0,0,0,0.0030552,0.0030552,0.0030552
143,1.3062,0.63173,1.4659,0.95039,0.92446,0.97399,0.69472,0,0,0,0.003006,0.003006,0.003006
144,1.3107,0.63373,1.4651,0.95357,0.92356,0.97333,0.69469,0,0,0,0.0029567,0.0029567,0.0029567
145,1.3076,0.6301,1.4588,0.93789,0.93692,0.97607,0.69485,0,0,0,0.0029075,0.0029075,0.0029075
146,1.3254,0.64167,1.474,0.93348,0.93379,0.97212,0.69679,0,0,0,0.0028582,0.0028582,0.0028582
147,1.3098,0.63106,1.4826,0.93764,0.93076,0.97419,0.697,0,0,0,0.002809,0.002809,0.002809
148,1.307,0.62649,1.461,0.94277,0.92761,0.97246,0.69582,0,0,0,0.0027597,0.0027597,0.0027597
149,1.3044,0.62583,1.4477,0.93131,0.9393,0.97289,0.70038,0,0,0,0.0027104,0.0027104,0.0027104
150,1.3095,0.62916,1.4607,0.94541,0.93255,0.97495,0.69943,0,0,0,0.0026612,0.0026612,0.0026612
151,1.3005,0.61548,1.4412,0.93648,0.93975,0.97199,0.69825,0,0,0,0.0026119,0.0026119,0.0026119
152,1.2824,0.61919,1.4383,0.94789,0.92311,0.9737,0.70332,0,0,0,0.0025627,0.0025627,0.0025627
153,1.2937,0.62162,1.458,0.95459,0.92641,0.97687,0.70587,0,0,0,0.0025134,0.0025134,0.0025134
154,1.2832,0.61616,1.4488,0.9455,0.93345,0.97528,0.70261,0,0,0,0.0024642,0.0024642,0.0024642
155,1.2585,0.61209,1.4436,0.9529,0.92896,0.97406,0.70275,0,0,0,0.0024149,0.0024149,0.0024149
156,1.2747,0.60716,1.4358,0.95344,0.92671,0.97358,0.69958,0,0,0,0.0023657,0.0023657,0.0023657
157,1.2555,0.60056,1.4349,0.93901,0.93795,0.97433,0.70095,0,0,0,0.0023164,0.0023164,0.0023164
158,1.2671,0.61614,1.4417,0.94799,0.93255,0.97388,0.70739,0,0,0,0.0022672,0.0022672,0.0022672
159,1.2582,0.60792,1.4515,0.957,0.92059,0.97363,0.70259,0,0,0,0.0022179,0.0022179,0.0022179
160,1.2653,0.60943,1.4357,0.9486,0.933,0.97412,0.70807,0,0,0,0.0021687,0.0021687,0.0021687
161,1.2601,0.59954,1.4271,0.95766,0.92716,0.97678,0.71241,0,0,0,0.0021194,0.0021194,0.0021194
162,1.2313,0.59127,1.4203,0.93215,0.94518,0.97516,0.70921,0,0,0,0.0020701,0.0020701,0.0020701
163,1.2625,0.59806,1.4221,0.94922,0.9339,0.97509,0.7092,0,0,0,0.0020209,0.0020209,0.0020209
164,1.2521,0.60143,1.4354,0.95972,0.92221,0.97612,0.71128,0,0,0,0.0019716,0.0019716,0.0019716
165,1.2259,0.58773,1.4134,0.94497,0.93424,0.9769,0.71092,0,0,0,0.0019224,0.0019224,0.0019224
166,1.2561,0.60168,1.4208,0.95512,0.92986,0.97523,0.71303,0,0,0,0.0018731,0.0018731,0.0018731
167,1.2348,0.5866,1.4086,0.95431,0.9297,0.97587,0.71215,0,0,0,0.0018239,0.0018239,0.0018239
168,1.2297,0.58933,1.4269,0.94345,0.93777,0.97725,0.71176,0,0,0,0.0017746,0.0017746,0.0017746
169,1.2352,0.59319,1.4356,0.95813,0.92595,0.97416,0.71089,0,0,0,0.0017254,0.0017254,0.0017254
170,1.2093,0.57769,1.4049,0.95021,0.9353,0.97692,0.71443,0,0,0,0.0016761,0.0016761,0.0016761
171,1.2244,0.58673,1.3975,0.94624,0.93397,0.97585,0.71265,0,0,0,0.0016269,0.0016269,0.0016269
172,1.2018,0.57214,1.3937,0.94605,0.93834,0.97762,0.71503,0,0,0,0.0015776,0.0015776,0.0015776
173,1.2204,0.58531,1.4067,0.94226,0.9392,0.9762,0.71554,0,0,0,0.0015284,0.0015284,0.0015284
174,1.2067,0.57865,1.4013,0.95037,0.92991,0.9762,0.71317,0,0,0,0.0014791,0.0014791,0.0014791
175,1.183,0.56727,1.3805,0.9397,0.95009,0.97664,0.71515,0,0,0,0.0014299,0.0014299,0.0014299
176,1.1852,0.5678,1.3928,0.94583,0.93885,0.97451,0.71461,0,0,0,0.0013806,0.0013806,0.0013806
177,1.195,0.573,1.4042,0.95277,0.93165,0.97636,0.7177,0,0,0,0.0013313,0.0013313,0.0013313
178,1.2044,0.57301,1.3956,0.94498,0.93452,0.97473,0.71629,0,0,0,0.0012821,0.0012821,0.0012821
179,1.1871,0.57479,1.392,0.94529,0.9402,0.97563,0.71644,0,0,0,0.0012328,0.0012328,0.0012328
180,1.1916,0.57255,1.3921,0.94231,0.94245,0.97606,0.71787,0,0,0,0.0011836,0.0011836,0.0011836
181,1.1651,0.56797,1.3901,0.95028,0.93705,0.97721,0.72018,0,0,0,0.0011343,0.0011343,0.0011343
182,1.1781,0.5693,1.3857,0.95341,0.93255,0.97758,0.71982,0,0,0,0.0010851,0.0010851,0.0010851
183,1.1864,0.57467,1.3752,0.95118,0.93739,0.97754,0.71975,0,0,0,0.0010358,0.0010358,0.0010358
184,1.1607,0.56376,1.4001,0.95757,0.92986,0.9786,0.72149,0,0,0,0.00098657,0.00098657,0.00098657
185,1.1691,0.5655,1.3927,0.94815,0.94155,0.97885,0.72121,0,0,0,0.00093731,0.00093731,0.00093731
186,1.1808,0.57083,1.3865,0.95011,0.93795,0.97921,0.72104,0,0,0,0.00088806,0.00088806,0.00088806
187,1.1474,0.55386,1.3652,0.95517,0.92929,0.97618,0.72076,0,0,0,0.00083881,0.00083881,0.00083881
188,1.1536,0.55765,1.379,0.9527,0.93275,0.97787,0.72027,0,0,0,0.00078955,0.00078955,0.00078955
189,1.1726,0.56644,1.3883,0.95099,0.93525,0.97846,0.71924,0,0,0,0.0007403,0.0007403,0.0007403
190,1.1515,0.56008,1.3801,0.95412,0.93076,0.97821,0.71975,0,0,0,0.00069104,0.00069104,0.00069104
191,0.972,0.47112,1.3689,0.94402,0.94065,0.97705,0.72737,0,0,0,0.00064179,0.00064179,0.00064179
192,0.95791,0.4569,1.3697,0.93542,0.95087,0.97728,0.72029,0,0,0,0.00059254,0.00059254,0.00059254
193,0.94458,0.45018,1.3613,0.94022,0.94771,0.97783,0.7247,0,0,0,0.00054328,0.00054328,0.00054328
194,0.9349,0.44782,1.3496,0.94308,0.94609,0.97739,0.71891,0,0,0,0.00049403,0.00049403,0.00049403
195,0.91454,0.43727,1.3286,0.95195,0.93525,0.97752,0.72455,0,0,0,0.00044478,0.00044478,0.00044478
196,0.91275,0.43434,1.3314,0.95625,0.92986,0.97793,0.72282,0,0,0,0.00039552,0.00039552,0.00039552
197,0.90529,0.42933,1.3292,0.95196,0.9355,0.97824,0.72638,0,0,0,0.00034627,0.00034627,0.00034627
198,0.91949,0.43875,1.3428,0.94774,0.93975,0.97875,0.72483,0,0,0,0.00029701,0.00029701,0.00029701
199,0.91474,0.43783,1.3298,0.94622,0.94144,0.97813,0.72457,0,0,0,0.00024776,0.00024776,0.00024776
200,0.89067,0.42688,1.3256,0.95328,0.93615,0.97816,0.7265,0,0,0,0.00019851,0.00019851,0.00019851
