               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  97,            0.024842,            0.032528,                   0,             0.94064,             0.92986,             0.97027,             0.66295,            0.026198,             0.03125,                   0,           0.0052716,           0.0052716,           0.0052716
                  98,            0.024473,             0.03208,                   0,             0.93412,             0.93726,             0.97129,             0.66655,            0.026122,            0.030927,                   0,           0.0052224,           0.0052224,           0.0052224
                  99,            0.024547,            0.032214,                   0,              0.9339,              0.9393,             0.96922,             0.66418,            0.026003,            0.031042,                   0,           0.0051731,           0.0051731,           0.0051731
                 100,            0.024675,            0.033079,                   0,             0.93768,             0.94039,             0.96943,             0.66571,            0.025851,            0.030444,                   0,           0.0051239,           0.0051239,           0.0051239
                 101,            0.024342,            0.032542,                   0,             0.93718,             0.93913,             0.96938,             0.65826,            0.026365,            0.030887,                   0,           0.0050746,           0.0050746,           0.0050746
                 102,            0.023664,            0.030973,                   0,             0.94364,              0.9348,              0.9718,             0.66824,            0.025635,            0.030726,                   0,           0.0050254,           0.0050254,           0.0050254
                 103,            0.023929,            0.031929,                   0,             0.93565,             0.94142,             0.96748,              0.6682,            0.025752,            0.030883,                   0,           0.0049761,           0.0049761,           0.0049761
                 104,            0.023717,            0.031831,                   0,             0.94474,             0.93783,             0.96932,             0.66155,             0.02615,             0.03098,                   0,           0.0049269,           0.0049269,           0.0049269
                 105,            0.024096,            0.031649,                   0,              0.9503,             0.93711,             0.97313,             0.66765,            0.025927,            0.031155,                   0,           0.0048776,           0.0048776,           0.0048776
                 106,            0.023983,            0.031577,                   0,             0.94147,             0.94649,             0.97079,             0.66524,            0.025757,            0.030829,                   0,           0.0048284,           0.0048284,           0.0048284
                 107,            0.023229,            0.030901,                   0,             0.94541,             0.93975,             0.96949,             0.67181,            0.025636,            0.030526,                   0,           0.0047791,           0.0047791,           0.0047791
                 108,            0.023514,            0.030978,                   0,             0.94616,             0.92941,             0.97042,             0.66648,             0.02597,            0.031426,                   0,           0.0047299,           0.0047299,           0.0047299
                 109,            0.023656,            0.031611,                   0,             0.94972,               0.942,             0.97324,             0.67161,            0.025713,            0.030483,                   0,           0.0046806,           0.0046806,           0.0046806
                 110,            0.023181,            0.031136,                   0,             0.94388,             0.94245,             0.97409,             0.67529,            0.025368,            0.030252,                   0,           0.0046313,           0.0046313,           0.0046313
                 111,            0.023603,            0.030723,                   0,             0.94122,               0.942,             0.97162,             0.67326,            0.025575,            0.030779,                   0,           0.0045821,           0.0045821,           0.0045821
                 112,             0.02323,            0.031884,                   0,             0.94971,              0.9366,              0.9711,              0.6751,            0.025529,            0.030592,                   0,           0.0045328,           0.0045328,           0.0045328
                 113,            0.023233,            0.030794,                   0,             0.95288,             0.93345,             0.97244,             0.67359,             0.02556,              0.0307,                   0,           0.0044836,           0.0044836,           0.0044836
