                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
97,0.85965,0.40738,1.1037,0.94262,0.93066,0.97696,0.71181,1.0838,0.45918,1.4018,0.0052975,0.0052975,0.0052975
98,0.85395,0.4018,1.1023,0.94351,0.92377,0.9725,0.70652,1.0869,0.46536,1.4225,0.005248,0.005248,0.005248
99,0.84678,0.40159,1.1021,0.94069,0.92896,0.97415,0.70483,1.0765,0.45939,1.3981,0.0051985,0.0051985,0.0051985
100,0.84659,0.4,1.1023,0.94887,0.92041,0.97233,0.70375,1.0836,0.46243,1.413,0.005149,0.005149,0.005149
101,0.84317,0.40212,1.1004,0.92538,0.9402,0.97165,0.70652,1.0682,0.45597,1.4047,0.0050995,0.0050995,0.0050995
102,0.84594,0.39645,1.0932,0.95458,0.91637,0.97457,0.71569,1.0696,0.45242,1.4085,0.00505,0.00505,0.00505
103,0.83966,0.39639,1.0995,0.93633,0.93255,0.97235,0.70663,1.0772,0.46322,1.4053,0.0050005,0.0050005,0.0050005
104,0.8246,0.38836,1.0905,0.94765,0.91982,0.9725,0.71489,1.0733,0.46305,1.4051,0.004951,0.004951,0.004951
105,0.81796,0.38543,1.0781,0.94527,0.93195,0.97489,0.71362,1.0724,0.44986,1.4167,0.0049015,0.0049015,0.0049015
106,0.81727,0.38535,1.0815,0.94435,0.93031,0.97195,0.71083,1.0647,0.45308,1.411,0.004852,0.004852,0.004852
107,0.81675,0.38453,1.081,0.94805,0.92731,0.97249,0.71626,1.0581,0.45096,1.3956,0.0048025,0.0048025,0.0048025
108,0.80953,0.38478,1.0855,0.94682,0.9348,0.97713,0.71406,1.0592,0.4403,1.3978,0.004753,0.004753,0.004753
109,0.80612,0.37938,1.0798,0.94112,0.92715,0.97346,0.70684,1.0745,0.45681,1.4096,0.0047035,0.0047035,0.0047035
110,0.80912,0.38031,1.0818,0.95003,0.92324,0.97428,0.71919,1.0479,0.43805,1.4034,0.004654,0.004654,0.004654
111,0.80227,0.37647,1.0658,0.9289,0.9393,0.97178,0.71957,1.0404,0.45022,1.386,0.0046045,0.0046045,0.0046045
112,0.78886,0.37425,1.0696,0.95481,0.92041,0.97233,0.71994,1.0422,0.4528,1.3876,0.004555,0.004555,0.004555
113,0.78905,0.37751,1.0719,0.94921,0.92041,0.97321,0.72093,1.0465,0.45418,1.3964,0.0045055,0.0045055,0.0045055
114,0.77861,0.37025,1.0587,0.93747,0.93022,0.97189,0.72551,1.0328,0.44911,1.3857,0.004456,0.004456,0.004456
115,0.77204,0.36999,1.056,0.9287,0.93435,0.97201,0.72502,1.0407,0.45659,1.3845,0.0044065,0.0044065,0.0044065
116,0.78601,0.3733,1.0476,0.93239,0.94251,0.97288,0.72023,1.0398,0.44876,1.3908,0.004357,0.004357,0.004357
117,0.77217,0.36847,1.0573,0.95423,0.92802,0.97255,0.72557,1.0356,0.44812,1.39,0.0043075,0.0043075,0.0043075
118,0.76496,0.36624,1.0505,0.94083,0.93666,0.97272,0.7203,1.0372,0.4434,1.3962,0.004258,0.004258,0.004258
119,0.77024,0.3667,1.0525,0.94632,0.92941,0.97117,0.72335,1.0275,0.44872,1.3827,0.0042085,0.0042085,0.0042085
120,0.74735,0.35627,1.0447,0.94659,0.93345,0.97465,0.72419,1.0313,0.44626,1.3906,0.004159,0.004159,0.004159
121,0.74784,0.35697,1.0433,0.93437,0.9375,0.97084,0.733,1.022,0.44492,1.3807,0.0041095,0.0041095,0.0041095
122,0.75005,0.35929,1.0513,0.94571,0.92806,0.97323,0.72986,1.0281,0.44251,1.3851,0.00406,0.00406,0.00406
