               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 120,             0.02121,            0.028929,                   0,              0.9396,             0.93885,             0.96797,             0.66896,            0.025717,            0.032385,                   0,           0.0041388,           0.0041388,           0.0041388
                 121,            0.020822,            0.028389,                   0,             0.94244,             0.93494,             0.97046,              0.6722,            0.025632,            0.032544,                   0,           0.0040896,           0.0040896,           0.0040896
                 122,            0.021009,             0.02847,                   0,             0.94219,             0.93885,             0.97129,             0.67199,            0.025666,            0.032186,                   0,           0.0040403,           0.0040403,           0.0040403
                 123,            0.020727,            0.027881,                   0,             0.94307,             0.93525,             0.97247,             0.67808,            0.025295,            0.032083,                   0,            0.003991,            0.003991,            0.003991
                 124,            0.021129,            0.028044,                   0,              0.9355,              0.9402,             0.96644,             0.67024,            0.025566,            0.032221,                   0,           0.0039418,           0.0039418,           0.0039418
                 125,            0.020636,            0.027984,                   0,             0.95339,             0.93345,             0.97091,             0.67493,            0.025358,            0.031818,                   0,           0.0038925,           0.0038925,           0.0038925
                 126,             0.02073,            0.027849,                   0,             0.94221,             0.93837,             0.96876,             0.67907,            0.025116,            0.031785,                   0,           0.0038433,           0.0038433,           0.0038433
                 127,            0.020452,            0.028134,                   0,             0.94921,             0.94113,             0.96927,              0.6767,            0.025584,            0.032001,                   0,            0.003794,            0.003794,            0.003794
                 128,            0.020161,            0.027249,                   0,             0.93533,             0.94943,             0.96912,             0.67903,            0.025373,            0.032034,                   0,           0.0037448,           0.0037448,           0.0037448
                 129,            0.020015,             0.02718,                   0,             0.93428,             0.94829,             0.96882,             0.67858,            0.025333,            0.032051,                   0,           0.0036955,           0.0036955,           0.0036955
                 130,            0.020149,            0.026787,                   0,             0.94869,             0.92806,             0.96922,             0.68104,            0.025101,             0.03185,                   0,           0.0036463,           0.0036463,           0.0036463
                 131,             0.02006,            0.027426,                   0,             0.94898,             0.92832,             0.96811,             0.67919,            0.025511,            0.032325,                   0,            0.003597,            0.003597,            0.003597
                 132,            0.019732,            0.027453,                   0,             0.94302,             0.93165,             0.96812,             0.68271,            0.025239,            0.032274,                   0,           0.0035478,           0.0035478,           0.0035478
                 133,            0.020093,              0.0271,                   0,             0.93747,             0.94649,             0.97349,             0.68982,            0.024842,            0.031335,                   0,           0.0034985,           0.0034985,           0.0034985
                 134,            0.019551,            0.026876,                   0,             0.94626,             0.93705,             0.97134,             0.68553,            0.025189,            0.031477,                   0,           0.0034493,           0.0034493,           0.0034493
                 135,            0.019419,            0.026334,                   0,             0.94751,             0.94155,             0.97294,             0.68934,            0.024736,            0.031632,                   0,              0.0034,              0.0034,              0.0034
                 136,            0.019429,             0.02711,                   0,             0.95208,             0.93435,             0.97172,             0.68857,            0.024947,            0.032499,                   0,           0.0033507,           0.0033507,           0.0033507
                 137,            0.019285,            0.026421,                   0,             0.94696,             0.93128,             0.97255,              0.6895,            0.024747,            0.032463,                   0,           0.0033015,           0.0033015,           0.0033015
                 138,            0.019313,            0.026114,                   0,               0.941,             0.93705,             0.96997,             0.68259,            0.024915,            0.032164,                   0,           0.0032522,           0.0032522,           0.0032522
                 139,            0.019257,            0.026738,                   0,             0.94079,              0.9384,             0.96936,             0.69169,            0.024768,             0.03242,                   0,            0.003203,            0.003203,            0.003203
                 140,            0.019366,            0.026164,                   0,             0.95586,             0.92716,               0.968,             0.68908,            0.024652,            0.032313,                   0,           0.0031537,           0.0031537,           0.0031537
                 141,            0.019303,             0.02568,                   0,              0.9535,             0.92851,             0.97038,             0.69252,            0.024557,            0.032111,                   0,           0.0031045,           0.0031045,           0.0031045
                 142,            0.018897,            0.026402,                   0,             0.95296,             0.92806,             0.96936,             0.69421,            0.024454,            0.032595,                   0,           0.0030552,           0.0030552,           0.0030552
                 143,            0.018853,            0.026304,                   0,             0.94042,              0.9429,               0.971,             0.69103,            0.024535,            0.032477,                   0,            0.003006,            0.003006,            0.003006
                 144,            0.019085,            0.026078,                   0,              0.9469,              0.9381,              0.9726,             0.69101,            0.024601,            0.032328,                   0,           0.0029567,           0.0029567,           0.0029567
                 145,             0.01855,            0.025924,                   0,             0.94989,             0.93759,             0.96989,              0.6882,            0.024818,            0.032471,                   0,           0.0029075,           0.0029075,           0.0029075
                 146,            0.018662,            0.025709,                   0,             0.93955,              0.9434,             0.97094,             0.69412,            0.024667,            0.032731,                   0,           0.0028582,           0.0028582,           0.0028582
                 147,            0.018459,            0.025529,                   0,             0.95528,             0.92536,             0.97048,             0.69509,            0.024507,            0.032584,                   0,            0.002809,            0.002809,            0.002809
                 148,            0.018497,            0.025765,                   0,             0.95107,             0.93076,             0.96833,             0.69038,            0.024786,            0.032598,                   0,           0.0027597,           0.0027597,           0.0027597
                 149,            0.018417,            0.024996,                   0,             0.93716,             0.94829,             0.96903,              0.6987,             0.02447,            0.032614,                   0,           0.0027104,           0.0027104,           0.0027104
